epoch,step,train_acc,train_loss,val_acc,val_loss
4,11599,0.90625,0.4593248963356018,,
4,11649,0.9375,0.20129089057445526,,
4,11699,0.90625,0.24506530165672302,,
4,11749,1.0,0.01355105359107256,,
4,11799,0.96875,0.1064583957195282,,
4,11849,1.0,0.04966973140835762,,
4,11899,0.96875,0.2537960112094879,,
4,11949,0.9375,0.19440895318984985,,
4,11999,1.0,0.043290190398693085,,
4,12049,0.96875,0.08314289152622223,,
4,12099,0.96875,0.20646215975284576,,
4,12149,0.9375,0.22967812418937683,,
4,12199,1.0,0.04588047415018082,,
4,12249,0.9375,0.36538153886795044,,
4,12299,0.96875,0.11237747967243195,,
4,12314,,,0.9658480882644653,0.12498947232961655
5,12349,1.0,0.027099132537841797,,
5,12399,0.96875,0.13988609611988068,,
5,12449,0.90625,0.27700814604759216,,
5,12499,1.0,0.03506305441260338,,
5,12549,0.875,0.3332979083061218,,
5,12599,0.96875,0.13375622034072876,,
5,12649,1.0,0.02086462825536728,,
5,12699,1.0,0.0290298443287611,,
5,12749,0.96875,0.13035796582698822,,
5,12799,0.9375,0.2570752501487732,,
5,12849,1.0,0.020681386813521385,,
5,12899,0.96875,0.10539767891168594,,
5,12949,0.96875,0.08543460071086884,,
5,12999,0.9375,0.22181816399097443,,
5,13049,1.0,0.03832371532917023,,
5,13099,0.96875,0.17874440550804138,,
5,13149,0.96875,0.2816350758075714,,
5,13199,0.9375,0.1103818491101265,,
5,13249,0.9375,0.1761305034160614,,
5,13299,0.90625,0.26139742136001587,,
5,13349,0.96875,0.12809740006923676,,
5,13399,0.84375,0.49625518918037415,,
5,13449,0.96875,0.05960174277424812,,
5,13499,0.9375,0.25051164627075195,,
5,13549,1.0,0.024577874690294266,,
5,13599,0.9375,0.14332644641399384,,
5,13649,0.9375,0.1504315584897995,,
5,13699,0.9375,0.34158870577812195,,
5,13749,0.96875,0.3089592754840851,,
5,13799,0.90625,0.18226131796836853,,
5,13849,1.0,0.05267462506890297,,
5,13899,0.96875,0.20995669066905975,,
5,13949,0.96875,0.16008715331554413,,
5,13999,0.9375,0.16499465703964233,,
5,14049,0.96875,0.0878719910979271,,
5,14099,0.90625,0.23804710805416107,,
5,14149,0.96875,0.1730176955461502,,
5,14199,0.96875,0.04892953857779503,,
5,14249,0.9375,0.2656213939189911,,
5,14299,0.96875,0.0653601884841919,,
5,14349,1.0,0.05462567135691643,,
5,14399,0.96875,0.16351592540740967,,
5,14449,0.9375,0.1354692429304123,,
5,14499,0.96875,0.09135039150714874,,
5,14549,1.0,0.02497340366244316,,
5,14599,0.96875,0.1572214961051941,,
5,14649,0.96875,0.09069347381591797,,
5,14699,0.96875,0.0899517759680748,,
5,14749,0.9375,0.1294921487569809,,
5,14777,,,0.968360960483551,0.11773908138275146
6,14799,0.96875,0.14742256700992584,,
6,14849,1.0,0.04455791413784027,,
6,14899,0.96875,0.2399737536907196,,
6,14949,0.96875,0.10694519430398941,,
6,14999,0.90625,0.19989091157913208,,
6,15049,0.96875,0.04934598132967949,,
6,15099,0.96875,0.09649879485368729,,
6,15149,0.96875,0.08954460918903351,,
6,15199,0.875,0.3868798315525055,,
6,15249,0.96875,0.05869904160499573,,
6,15299,0.90625,0.29508283734321594,,
6,15349,0.96875,0.11076822876930237,,
6,15399,0.9375,0.21646058559417725,,
6,15449,0.9375,0.231197327375412,,
6,15499,1.0,0.025062119588255882,,
6,15549,0.96875,0.0871620923280716,,
6,15599,0.875,0.5786553025245667,,
6,15649,0.9375,0.4004565477371216,,
6,15699,0.9375,0.2585696280002594,,
6,15749,0.875,0.5060020685195923,,
6,15799,1.0,0.022340906783938408,,
6,15849,0.96875,0.20284831523895264,,
6,15899,1.0,0.03428633138537407,,
6,15949,0.9375,0.2657419741153717,,
6,15999,0.96875,0.09126224368810654,,
6,16049,0.96875,0.061597589403390884,,
6,16099,0.96875,0.15430675446987152,,
6,16149,0.96875,0.11505307257175446,,
6,16199,0.96875,0.06458790600299835,,
6,16249,0.96875,0.16105763614177704,,
6,16299,0.96875,0.1447392702102661,,
6,16349,0.90625,0.31883060932159424,,
6,16399,0.96875,0.19031992554664612,,
6,16449,0.96875,0.14100676774978638,,
6,16499,0.96875,0.17804914712905884,,
6,16549,0.96875,0.1689791977405548,,
6,16599,0.90625,0.30730128288269043,,
6,16649,0.96875,0.19730104506015778,,
6,16699,0.96875,0.27380338311195374,,
6,16749,1.0,0.034356921911239624,,
6,16799,1.0,0.024700282141566277,,
6,16849,0.96875,0.06389077007770538,,
6,16899,0.96875,0.08034300059080124,,
6,16949,0.9375,0.13806484639644623,,
6,16999,0.96875,0.14909520745277405,,
6,17049,1.0,0.042436450719833374,,
6,17099,0.9375,0.1284269392490387,,
6,17149,0.90625,0.16248582303524017,,
6,17199,0.96875,0.08082207292318344,,
6,17240,,,0.9707595705986023,0.11066314578056335
7,17249,1.0,0.033101532608270645,,
7,17299,0.90625,0.3314512073993683,,
7,17349,1.0,0.011754811741411686,,
7,17399,1.0,0.027939345687627792,,
7,17449,1.0,0.040291283279657364,,
7,17499,1.0,0.02937604859471321,,
7,17549,0.96875,0.13115480542182922,,
7,17599,0.90625,0.39913952350616455,,
7,17649,0.96875,0.06202021986246109,,
7,17699,1.0,0.01959455944597721,,
7,17749,0.96875,0.15439124405384064,,
7,17799,0.96875,0.07181902229785919,,
7,17849,0.90625,0.25681328773498535,,
7,17899,0.96875,0.08808020502328873,,
7,17949,0.96875,0.08891253173351288,,
7,17999,0.9375,0.1254214197397232,,
7,18049,0.90625,0.3183707296848297,,
7,18099,0.90625,0.1813170313835144,,
7,18149,0.90625,0.3737175166606903,,
7,18199,0.96875,0.09380322694778442,,
7,18249,1.0,0.030481621623039246,,
7,18299,0.9375,0.4151362180709839,,
7,18349,0.9375,0.2834107279777527,,
7,18399,0.96875,0.10464964807033539,,
7,18449,0.96875,0.10372892022132874,,
7,18499,0.96875,0.16071993112564087,,
7,18549,0.96875,0.03614095598459244,,
7,18599,1.0,0.048020292073488235,,
7,18649,0.96875,0.1284392923116684,,
7,18699,1.0,0.030121373012661934,,
7,18749,1.0,0.05304407700896263,,
7,18799,0.96875,0.21133415400981903,,
7,18849,1.0,0.018396925181150436,,
7,18899,0.96875,0.1806940883398056,,
7,18949,1.0,0.030726293101906776,,
7,18999,0.96875,0.18560899794101715,,
7,19049,0.9375,0.17513388395309448,,
7,19099,0.9375,0.1166023313999176,,
7,19149,1.0,0.018063917756080627,,
7,19199,1.0,0.04326990991830826,,
7,19249,1.0,0.07936505228281021,,
7,19299,0.9375,0.24867360293865204,,
7,19349,0.875,0.4472917914390564,,
7,19399,0.96875,0.06292718648910522,,
7,19449,0.9375,0.15440237522125244,,
7,19499,1.0,0.029741592705249786,,
7,19549,0.96875,0.08990602195262909,,
7,19599,0.96875,0.07617051899433136,,
7,19649,0.90625,0.3111993372440338,,
7,19699,0.875,0.46842846274375916,,
7,19703,,,0.9739577174186707,0.10384644567966461
8,19749,1.0,0.03154919296503067,,
8,19799,1.0,0.03675972297787666,,
8,19849,0.9375,0.1945323795080185,,
8,19899,0.9375,0.10126745700836182,,
8,19949,0.96875,0.04675815626978874,,
8,19999,0.9375,0.22970114648342133,,
8,20049,1.0,0.06348642706871033,,
8,20099,0.96875,0.0699034333229065,,
8,20149,0.9375,0.24877643585205078,,
8,20199,1.0,0.03023732639849186,,
8,20249,1.0,0.05169428139925003,,
8,20299,0.96875,0.08139938116073608,,
8,20349,0.9375,0.186706081032753,,
8,20399,1.0,0.06663276255130768,,
8,20449,0.96875,0.20819003880023956,,
8,20499,0.96875,0.11309264600276947,,
8,20549,0.96875,0.08456870913505554,,
8,20599,0.96875,0.08828012645244598,,
8,20649,0.96875,0.06327146291732788,,
8,20699,1.0,0.02837264910340309,,
8,20749,0.96875,0.1687750667333603,,
8,20799,0.9375,0.25322285294532776,,
8,20849,0.96875,0.12862461805343628,,
8,20899,0.96875,0.04775720462203026,,
8,20949,0.96875,0.07919387519359589,,
8,20999,1.0,0.011007498949766159,,
8,21049,1.0,0.02314310520887375,,
8,21099,0.96875,0.042709462344646454,,
8,21149,1.0,0.018176833167672157,,
8,21199,0.96875,0.14975358545780182,,
8,21249,1.0,0.03015156090259552,,
8,21299,1.0,0.038627635687589645,,
8,21349,1.0,0.01601332053542137,,
8,21399,1.0,0.01752583682537079,,
8,21449,1.0,0.018217263743281364,,
8,21499,0.96875,0.07092758268117905,,
8,21549,0.96875,0.07287178933620453,,
8,21599,0.90625,0.3205100893974304,,
8,21649,1.0,0.0071936738677322865,,
8,21699,0.9375,0.1279381364583969,,
8,21749,0.9375,0.13112975656986237,,
8,21799,0.9375,0.26901310682296753,,
8,21849,0.90625,0.2732255160808563,,
8,21899,0.9375,0.11493030190467834,,
8,21949,0.9375,0.2112531214952469,,
8,21999,1.0,0.02605314552783966,,
8,22049,0.90625,0.40828633308410645,,
8,22099,1.0,0.007674990221858025,,
8,22149,0.96875,0.05808662995696068,,
8,22166,,,0.973843514919281,0.09986449778079987
9,22199,1.0,0.00986099150031805,,
9,22249,0.9375,0.2763700783252716,,
9,22299,0.9375,0.1965842843055725,,
9,22349,1.0,0.019697217270731926,,
9,22399,0.96875,0.08201385289430618,,
9,22449,0.9375,0.2554545998573303,,
9,22499,1.0,0.013504605740308762,,
9,22549,1.0,0.018347084522247314,,
9,22599,1.0,0.06046302616596222,,
9,22649,0.96875,0.2190438061952591,,
9,22699,0.96875,0.08947741985321045,,
9,22749,0.96875,0.04459107667207718,,
9,22799,1.0,0.004143889527767897,,
9,22849,0.9375,0.07439551502466202,,
9,22899,0.9375,0.09427966922521591,,
9,22949,0.96875,0.10184239596128464,,
9,22999,0.9375,0.13933521509170532,,
9,23049,0.9375,0.1650969684123993,,
9,23099,0.875,0.3282046914100647,,
9,23149,0.9375,0.3431330621242523,,
9,23199,0.96875,0.0647968128323555,,
9,23249,1.0,0.02421317622065544,,
9,23299,0.96875,0.07520915567874908,,
9,23349,0.9375,0.1852077841758728,,
9,23399,0.9375,0.29178157448768616,,
9,23449,0.96875,0.13124974071979523,,
9,23499,0.9375,0.13224871456623077,,
9,23549,0.9375,0.34359678626060486,,
9,23599,0.96875,0.11242930591106415,,
9,23649,0.96875,0.12451356649398804,,
9,23699,0.96875,0.06719408184289932,,
9,23749,0.90625,0.17399939894676208,,
9,23799,1.0,0.02483336441218853,,
9,23849,0.9375,0.1597733497619629,,
9,23899,0.9375,0.20651301741600037,,
9,23949,1.0,0.021237406879663467,,
9,23999,1.0,0.014354174956679344,,
9,24049,1.0,0.03459882736206055,,
9,24099,0.96875,0.08867166191339493,,
9,24149,0.96875,0.16551555693149567,,
9,24199,0.96875,0.04703853279352188,,
9,24249,0.96875,0.16539400815963745,,
9,24299,1.0,0.039088014513254166,,
9,24349,1.0,0.013708488084375858,,
9,24399,1.0,0.01497647538781166,,
9,24449,0.90625,0.1823241114616394,,
9,24499,0.96875,0.0947725772857666,,
9,24549,1.0,0.014411269687116146,,
9,24599,1.0,0.007397376466542482,,
9,24629,,,0.9763563871383667,0.08899303525686264
10,24649,1.0,0.026422034949064255,,
10,24699,0.96875,0.2212923914194107,,
10,24749,0.96875,0.1045585572719574,,
10,24799,0.90625,0.16331470012664795,,
10,24849,0.96875,0.10317457467317581,,
10,24899,0.9375,0.16556154191493988,,
10,24949,0.96875,0.2517620027065277,,
10,24999,1.0,0.03128482401371002,,
10,25049,1.0,0.023372868075966835,,
10,25099,0.96875,0.05206739902496338,,
10,25149,1.0,0.019827453419566154,,
10,25199,0.90625,0.32357773184776306,,
10,25249,1.0,0.022146068513393402,,
10,25299,0.96875,0.10578417778015137,,
10,25349,0.9375,0.23616626858711243,,
10,25399,0.9375,0.12720374763011932,,
10,25449,0.96875,0.11764885485172272,,
10,25499,1.0,0.031206659972667694,,
10,25549,1.0,0.037980545312166214,,
10,25599,0.96875,0.1326819360256195,,
10,25649,0.96875,0.08763543516397476,,
10,25699,0.96875,0.07998159527778625,,
10,25749,0.96875,0.06532906740903854,,
10,25799,1.0,0.024179859086871147,,
10,25849,1.0,0.03537074476480484,,
10,25899,0.96875,0.08865487575531006,,
10,25949,1.0,0.03289986029267311,,
10,25999,0.96875,0.15421488881111145,,
10,26049,0.96875,0.09625564515590668,,
10,26099,1.0,0.012435891665518284,,
10,26149,1.0,0.029119685292243958,,
10,26199,0.9375,0.13182774186134338,,
10,26249,0.90625,0.39833158254623413,,
10,26299,0.96875,0.06248027831315994,,
10,26349,1.0,0.024507008492946625,,
10,26399,0.96875,0.12188766151666641,,
10,26449,0.96875,0.05820966139435768,,
10,26499,0.96875,0.05305413156747818,,
10,26549,1.0,0.014592212624847889,,
10,26599,0.96875,0.052862487733364105,,
10,26649,0.96875,0.15973776578903198,,
10,26699,0.96875,0.18310770392417908,,
10,26749,1.0,0.02941116690635681,,
10,26799,1.0,0.02996819280087948,,
10,26849,1.0,0.03284488990902901,,
10,26899,0.9375,0.26959604024887085,,
10,26949,0.96875,0.12270607054233551,,
10,26999,0.96875,0.051519691944122314,,
10,27049,0.96875,0.061945535242557526,,
10,27092,,,0.973272442817688,0.09439373016357422
11,27099,0.9375,0.1482691913843155,,
11,27149,0.96875,0.11051423847675323,,
11,27199,0.9375,0.10313543677330017,,
11,27249,0.96875,0.08794714510440826,,
11,27299,1.0,0.01642424799501896,,
11,27349,0.9375,0.09868766367435455,,
11,27399,1.0,0.014880857430398464,,
11,27449,0.90625,0.19974608719348907,,
11,27499,0.96875,0.0704173818230629,,
11,27549,1.0,0.012161877006292343,,
11,27599,1.0,0.00918935053050518,,
11,27649,1.0,0.01619776338338852,,
11,27699,0.9375,0.2521146237850189,,
11,27749,0.96875,0.074904665350914,,
11,27799,1.0,0.021365953609347343,,
11,27849,0.96875,0.05777040868997574,,
11,27899,1.0,0.020178547129034996,,
11,27949,1.0,0.017297783866524696,,
11,27999,0.90625,0.3182885944843292,,
11,28049,0.96875,0.08307717740535736,,
11,28099,1.0,0.028800852596759796,,
11,28149,0.9375,0.22136181592941284,,
11,28199,0.875,0.32182300090789795,,
11,28249,0.875,0.2877776026725769,,
11,28299,0.96875,0.19190971553325653,,
11,28349,0.9375,0.09280210733413696,,
11,28399,1.0,0.043572429567575455,,
11,28449,1.0,0.05792534351348877,,
11,28499,1.0,0.02012898586690426,,
11,28549,0.96875,0.12735047936439514,,
11,28599,1.0,0.016973130404949188,,
11,28649,1.0,0.015286953188478947,,
11,28699,1.0,0.017530011013150215,,
11,28749,1.0,0.02262924425303936,,
11,28799,0.90625,0.3522540330886841,,
11,28849,0.96875,0.13567690551280975,,
11,28899,1.0,0.03598861023783684,,
11,28949,0.96875,0.08257105946540833,,
11,28999,1.0,0.03946786746382713,,
11,29049,0.96875,0.14835762977600098,,
11,29099,0.96875,0.08986357599496841,,
11,29149,1.0,0.013968043029308319,,
11,29199,0.96875,0.14501641690731049,,
11,29249,1.0,0.010108711197972298,,
11,29299,0.9375,0.14865367114543915,,
11,29349,0.96875,0.051300834864377975,,
11,29399,0.9375,0.09840189665555954,,
11,29449,1.0,0.0253274105489254,,
11,29499,1.0,0.016628863289952278,,
11,29549,1.0,0.02927554026246071,,
11,29555,,,0.9777269959449768,0.08353962004184723
12,29599,0.9375,0.16355814039707184,,
12,29649,1.0,0.016400886699557304,,
12,29699,0.96875,0.04181047901511192,,
12,29749,0.96875,0.1254219114780426,,
12,29799,0.96875,0.0529589019715786,,
12,29849,1.0,0.01802114211022854,,
12,29899,1.0,0.016982559114694595,,
12,29949,1.0,0.03045489266514778,,
12,29999,1.0,0.02521137148141861,,
12,30049,0.9375,0.3298099637031555,,
12,30099,1.0,0.02305791527032852,,
12,30149,1.0,0.028414767235517502,,
12,30199,1.0,0.07469658553600311,,
12,30249,0.9375,0.1967138946056366,,
12,30299,1.0,0.016962314024567604,,
12,30349,0.96875,0.07430002093315125,,
12,30399,0.96875,0.12573592364788055,,
12,30449,0.96875,0.19587403535842896,,
12,30499,0.96875,0.06639792770147324,,
12,30549,1.0,0.031436748802661896,,
12,30599,0.96875,0.06850036233663559,,
12,30649,1.0,0.03323715552687645,,
12,30699,1.0,0.03335576876997948,,
12,30749,0.96875,0.08718014508485794,,
12,30799,1.0,0.03172140568494797,,
12,30849,0.9375,0.32578757405281067,,
12,30899,1.0,0.02837158739566803,,
12,30949,1.0,0.02483428455889225,,
12,30999,0.9375,0.21610428392887115,,
12,31049,1.0,0.03738875687122345,,
12,31099,0.96875,0.19626232981681824,,
12,31149,0.9375,0.1325293332338333,,
12,31199,0.9375,0.08287445455789566,,
12,31249,1.0,0.05385509505867958,,
12,31299,1.0,0.01590067707002163,,
12,31349,0.9375,0.2780470848083496,,
12,31399,0.9375,0.19501769542694092,,
12,31449,0.96875,0.03667532280087471,,
12,31499,0.96875,0.2139538824558258,,
12,31549,0.96875,0.07030747830867767,,
12,31599,1.0,0.05064818635582924,,
12,31649,1.0,0.01275149080902338,,
12,31699,0.9375,0.23526032269001007,,
12,31749,0.96875,0.2160385400056839,,
12,31799,0.875,0.16711318492889404,,
12,31849,0.9375,0.08150549978017807,,
12,31899,1.0,0.0040006861090660095,,
12,31949,1.0,0.023357631638646126,,
12,31999,0.96875,0.05725659430027008,,
12,32018,,,0.9780696630477905,0.08136945962905884
13,32049,0.9375,0.18043486773967743,,
13,32099,0.96875,0.045053280889987946,,
13,32149,0.96875,0.24064213037490845,,
13,32199,1.0,0.047685615718364716,,
13,32249,1.0,0.010776414535939693,,
13,32299,1.0,0.0245007686316967,,
13,32349,1.0,0.016917025670409203,,
13,32399,1.0,0.048645250499248505,,
13,32449,0.96875,0.1121712327003479,,
13,32499,0.96875,0.13211005926132202,,
13,32549,0.96875,0.049958616495132446,,
13,32599,1.0,0.061767470091581345,,
13,32649,0.96875,0.07774043083190918,,
13,32699,0.96875,0.05741429328918457,,
13,32749,0.96875,0.08473324775695801,,
13,32799,0.9375,0.11290932446718216,,
13,32849,0.96875,0.0685405433177948,,
13,32899,0.96875,0.030122874304652214,,
13,32949,0.9375,0.1948700249195099,,
13,32999,1.0,0.009146439842879772,,
